Item Fat Content,Item Identifier,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Item Weight,Total Sales,Rating
Low Fat,FDL34,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.040945898,16,1.431.496,4
Low Fat,FDS10,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.035185588,19.2,1.813.318,4
Low Fat,FDQ21,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.019423232,21.25,1.208.756,4
Low Fat,DRE48,Soft Drinks,2010,OUT046,Tier 1,Small,Supermarket Type1,0.01732573,8.43,1.979.768,4
Low Fat,DRC49,Soft Drinks,2010,OUT046,Tier 1,Small,Supermarket Type1,0.065436581,8.67,1.429.128,4
Low Fat,DRK13,Soft Drinks,2010,OUT046,Tier 1,Small,Supermarket Type1,0.115167579,11.8,1.998.084,4
Low Fat,DRE25,Soft Drinks,2010,OUT046,Tier 1,Small,Supermarket Type1,0.073283193,15.35,91.812,4
Low Fat,DRG37,Soft Drinks,2010,OUT046,Tier 1,Small,Supermarket Type1,0.019378432,16.2,1.564.972,4
Low Fat,FDG59,Starchy Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.043234574,15.85,383.164,4
Regular,FDI60,Baking Goods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.03832122,7.22,61.851,4
Regular,FDY60,Baking Goods,2010,OUT046,Tier 1,Small,Supermarket Type1,0,10.5,1.433.128,4
Regular,FDK60,Baking Goods,2010,OUT046,Tier 1,Small,Supermarket Type1,0,16.5,962.068,4
Regular,FDM38,Canned,2010,OUT046,Tier 1,Small,Supermarket Type1,0.092771309,5.885,541.982,4
Regular,FDR25,Canned,2010,OUT046,Tier 1,Small,Supermarket Type1,0.139521931,17,2.668.884,4
Regular,FDH14,Canned,2010,OUT046,Tier 1,Small,Supermarket Type1,0.046808553,17.1,1.414.838,4
Regular,FDW26,Dairy,2010,OUT046,Tier 1,Small,Supermarket Type1,0.107057186,11.8,2.241.772,4
Regular,FDK03,Dairy,2010,OUT046,Tier 1,Small,Supermarket Type1,0.073920438,12.6,2.556.356,4
Regular,FDH17,Frozen Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.01665334,16.2,973.726,4
Regular,FDK08,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,0.122304725,9.195,992.016,4
Regular,FDW44,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,0.035151215,9.5,1.718.448,4
Regular,FDD21,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,0.030569229,10.3,1.131.176,4
Regular,FDY20,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,0.08175276,12.5,890.488,4
Regular,FDT55,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,0.043655155,13.6,1.567.946,4
Regular,FDP08,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,0.112410046,20.5,1.922.478,4
Regular,FDI07,Meat,2010,OUT046,Tier 1,Small,Supermarket Type1,0.033760862,12.35,1.969.426,4
Regular,FDZ39,Meat,2010,OUT046,Tier 1,Small,Supermarket Type1,0.018024769,19.7,104.499,4
Regular,FDI09,Seafood,2010,OUT046,Tier 1,Small,Supermarket Type1,0.129337594,20.75,238.188,4
Regular,FDI58,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.070704474,7.64,93.412,4
Regular,FDX46,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.058116758,12.3,575.562,4
Regular,FDL21,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.007146415,15.85,41.048,4
Regular,FDS22,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.023154399,16.85,439.428,4
Regular,DRC01,Soft Drinks,2010,OUT046,Tier 1,Small,Supermarket Type1,0.019200003,5.92,477.692,4
Regular,FDE23,Starchy Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0,17.6,46.006,4
LF,FDN09,Snack Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0,14.15,2.441.828,4
LF,FDA15,Dairy,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.016113019,9.3,2.488.092,4
Low Fat,FDY36,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.009429612,12.3,71.338,4
Low Fat,FDH48,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.060603014,13.5,85.554,4
Low Fat,FDG50,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.015302764,7.405,899.146,4
Low Fat,FDS14,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.050065211,7.285,1.574.288,4
Low Fat,DRE27,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.132939639,11.85,980.726,4
Low Fat,DRJ39,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.036399734,20.25,2.193.482,4
Low Fat,FDF09,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.012173543,6.215,364.848,4
Low Fat,FDJ08,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.11089655,11.1,1.915.846,4
Low Fat,FDS43,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.040597054,11.65,187.324,4
Low Fat,FDO44,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.087630566,12.6,1.100.228,4
Low Fat,FDE21,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.02299122,12.8,1.149.492,4
Low Fat,FDT31,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.01247354,19.75,1.875.872,4
Low Fat,DRN47,Hard Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,0,12.1,179.866,4
Low Fat,NCS05,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.021020616,11.5,1.307.942,4
Low Fat,NCT41,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.05610384,15.7,1.535.024,4
Low Fat,NCF43,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.052051256,8.51,142.247,4
Low Fat,NCK18,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0,9.6,1.642.184,4
Low Fat,NCX18,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.008811818,14.15,196.511,4
Low Fat,NCL06,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.072212787,14.65,2.609.594,4
Low Fat,NCE30,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0,16,2.104.902,4
Low Fat,FDU39,Meat,2015,OUT045,Tier 2,Small,Supermarket Type1,0.036111038,18.85,581.562,4
Low Fat,NCN55,Others,2015,OUT045,Tier 2,Small,Supermarket Type1,0.059611153,14.6,2.383.538,4
Low Fat,FDH09,Seafood,2015,OUT045,Tier 2,Small,Supermarket Type1,0.056191301,12.6,532.982,4
Low Fat,FDR33,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.026843265,7.31,109.757,4
Low Fat,FDD34,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.015908485,7.945,161.421,4
Low Fat,FDL10,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.039572298,8.395,1.009.042,4
Low Fat,FDA57,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.039723999,18.85,41.048,4
Low Fat,FDA45,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.155694794,21.25,177.637,4
Low Fat,DRF25,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,0.039004193,9,37.019,4
Low Fat,DRJ24,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,0.113559058,11.8,1.842.924,4
Low Fat,DRN36,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,0.050279604,15.2,941.752,4
Low Fat,FDY36,Baking Goods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.009463757,12.3,73.838,4
Low Fat,FDZ48,Baking Goods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.076389281,17.75,1.111.544,4
Low Fat,FDW59,Breads,2020,OUT017,Tier 2,Small,Supermarket Type1,0.020833091,13.15,865.566,4
Low Fat,FDU13,Canned,2020,OUT017,Tier 2,Small,Supermarket Type1,0.188619537,8.355,1.464.418,4
Low Fat,FDX25,Canned,2020,OUT017,Tier 2,Small,Supermarket Type1,0.102633047,16.7,1.808.292,4
Low Fat,FDY50,Dairy,2020,OUT017,Tier 2,Small,Supermarket Type1,0.13169655,5.8,894.172,4
Low Fat,FDA50,Dairy,2020,OUT017,Tier 2,Small,Supermarket Type1,0.087668236,16.25,94.941,4
Low Fat,FDS50,Dairy,2020,OUT017,Tier 2,Small,Supermarket Type1,0.055746931,17,2.200.114,4
Low Fat,DRI51,Dairy,2020,OUT017,Tier 2,Small,Supermarket Type1,0.042480566,17.25,1.734.764,4
Low Fat,FDR26,Dairy,2020,OUT017,Tier 2,Small,Supermarket Type1,0.04307908,20.7,1.778.028,4
Low Fat,FDF17,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.042861968,5.19,196.811,4
Low Fat,FDD08,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.03555434,8.3,374.506,4
Low Fat,FDY07,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.122289654,11.8,463.402,4
Low Fat,FDS07,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.100322104,12.35,1.137.518,4
Low Fat,FDM44,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.031225303,12.5,102.899,4
Low Fat,DRN11,Hard Drinks,2020,OUT017,Tier 2,Small,Supermarket Type1,0.163902159,7.85,1.433.444,4
Low Fat,DRJ11,Hard Drinks,2020,OUT017,Tier 2,Small,Supermarket Type1,0,9.5,1.889.872,4
Low Fat,DRJ35,Hard Drinks,2020,OUT017,Tier 2,Small,Supermarket Type1,0.046848053,10.1,606.878,4
Low Fat,NCZ41,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,0.06478563,19.85,1.237.704,4
Low Fat,NCU30,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,0.035071955,5.11,163.221,4
Low Fat,NCF07,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,0.032203667,9,1.008.016,4
Low Fat,NCQ06,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,0.0420611,13,2.541.014,4
Low Fat,NCO18,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,0.024790707,13.15,1.775.686,4
Low Fat,NCQ18,Household,2020,OUT017,Tier 2,High,Supermarket Type1,0.135836828,15.75,100.37,4
Low Fat,NCF54,Household,2020,OUT017,Tier 2,High,Supermarket Type1,0.047645037,18,1.726.422,4
Low Fat,NCL18,Household,2020,OUT017,Tier 2,High,Supermarket Type1,0.168531813,18.85,1.925.136,4
Low Fat,NCZ06,Household,2020,OUT017,Tier 2,High,Supermarket Type1,0.094694278,19.6,2.549.698,4
Low Fat,FDQ46,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.104400238,7.51,1.135.544,4
Low Fat,FDW33,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.099681254,9.395,106.428,4
Low Fat,FDR45,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.029107004,10.8,2.405.222,4
Low Fat,FDW45,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.039231652,18,1.451.418,4
Low Fat,DRJ49,Soft Drinks,2020,OUT017,Tier 2,High,Supermarket Type1,0.014072399,6.865,1.273.652,4
Low Fat,DRZ24,Soft Drinks,2020,OUT017,Tier 2,High,Supermarket Type1,0.082250143,7.535,118.344,4
Low Fat,DRK01,Soft Drinks,2020,OUT017,Tier 2,High,Supermarket Type1,0.061409711,7.63,946.436,4
Low Fat,DRD49,Soft Drinks,2020,OUT017,Tier 2,High,Supermarket Type1,0.168780385,9.895,2.368.564,4
Low Fat,DRK49,Soft Drinks,2020,OUT017,Tier 2,High,Supermarket Type1,0.036147029,14.15,393.138,4
Low Fat,FDD11,Starchy Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.030789914,12.85,254.904,4
Regular,FDW60,Baking Goods,2015,OUT045,Tier 2,High,Supermarket Type1,0.017096552,5.44,178.137,4
Regular,FDB36,Baking Goods,2015,OUT045,Tier 2,High,Supermarket Type1,0.048625599,5.465,1.292.626,4
Regular,FDI60,Baking Goods,2015,OUT045,Tier 2,High,Supermarket Type1,0.038398937,7.22,61.951,4
Regular,FDP12,Baking Goods,2015,OUT045,Tier 2,High,Supermarket Type1,0.045358609,9.8,361.874,4
Regular,FDT47,Breads,2015,OUT045,Tier 2,High,Supermarket Type1,0.02455854,5.26,956.068,4
Regular,FDU47,Breads,2015,OUT045,Tier 2,High,Supermarket Type1,0.114085368,12.8,1.413.838,4
Regular,FDP49,Breakfast,2015,OUT045,Tier 2,High,Supermarket Type1,0.069229076,9,559.614,4
Regular,FDR01,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,0.053730029,5.405,1.990.742,4
Regular,FDQ01,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,0.16102755,19.7,2.541.014,4
Regular,FDC51,Dairy,2015,OUT045,Tier 2,High,Supermarket Type1,0.009641375,10.895,124.173,4
Regular,FDK03,Dairy,2015,OUT045,Tier 2,High,Supermarket Type1,0.074070351,12.6,2.542.356,4
Regular,FDF39,Dairy,2015,OUT045,Tier 2,High,Supermarket Type1,0.019550858,14.85,263.791,4
Regular,FDE40,Dairy,2015,OUT045,Tier 2,High,Supermarket Type1,0.099344826,15.6,636.194,4
Regular,FDA27,Dairy,2015,OUT045,Tier 2,High,Supermarket Type1,0.030990354,20.35,2.563.672,4
Regular,FDV44,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,0.039925235,8.365,1.892.188,4
Regular,FDC33,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,0.069078149,8.96,1.977.768,4
Regular,FDX07,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,0.022965292,19.2,181.695,4
Regular,FDS15,Meat,2015,OUT045,Tier 2,High,Supermarket Type1,0.07821891,9.195,1.076.596,4
Regular,FDM15,Meat,2015,OUT045,Tier 2,High,Supermarket Type1,0.057538034,11.8,1.498.366,4
Regular,FDI09,Seafood,2015,OUT045,Tier 2,High,Supermarket Type1,0,20.75,239.988,4
Regular,FDJ10,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.129766301,5.095,1.416.838,4
Regular,FDS09,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.08125293,8.895,498.008,4
Regular,FDY33,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.097398254,14.5,1.574.262,4
Regular,FDR22,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.018600249,19.35,1.102.544,4
Regular,FDT12,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,0.049902382,6.215,2.258.062,4
Regular,FDP12,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,0.045522854,9.8,350.874,4
Regular,FDQ48,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,0.034605882,14.3,959.726,4
Regular,FDR24,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,0.063207198,17.35,89.383,4
Regular,FDX47,Breads,2020,OUT017,Tier 2,High,Supermarket Type1,0.034800079,6.55,1.575.288,4
Regular,FDM25,Breakfast,2020,OUT017,Tier 2,High,Supermarket Type1,0.061008889,10.695,1.775.712,4
Regular,FDS25,Canned,2020,OUT017,Tier 2,High,Supermarket Type1,0.1408005,6.885,1.114.228,4
Regular,FDJ02,Canned,2020,OUT017,Tier 2,High,Supermarket Type1,0.025309134,17.2,1.470.418,4
Regular,FDZ02,Dairy,2020,OUT017,Tier 2,High,Supermarket Type1,0.038363204,6.905,981.726,4
Regular,FDI27,Dairy,2020,OUT017,Tier 2,High,Supermarket Type1,0,8.71,435.744,4
Regular,FDS02,Dairy,2020,OUT017,Tier 2,High,Supermarket Type1,0.146692433,10.195,1.945.794,4
Regular,FDJ15,Dairy,2020,OUT017,Tier 2,High,Supermarket Type1,0.023454399,11.35,1.819.608,4
Regular,FDA27,Dairy,2020,OUT017,Tier 2,High,Supermarket Type1,0.031102571,20.35,2.572.672,4
Regular,FDT52,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.047697859,9.695,2.446.144,4
Regular,FDS16,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.066551268,15.15,144.676,4
Regular,FDH17,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.016747538,16.2,986.726,4
Regular,FDY04,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.042716709,17.7,163.221,4
Regular,FDS56,Fruits and Vegetables,2020,OUT017,Tier 2,High,Supermarket Type1,0.038976089,5.785,2.642.252,4
Regular,FDD44,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.07884393,8.05,2.570.646,4
Regular,FDQ51,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,0,16,481.718,4
Regular,FDL03,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.027233781,19.25,197.511,4
Regular,FDG33,Seafood,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.141033536,5.365,1.736.764,4
Regular,FDE10,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.090456903,6.67,1.312.626,4
Regular,FDS33,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.124126756,6.67,889.514,4
Regular,FDJ34,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.094185483,11.8,1.262.704,4
Regular,FDP45,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.03079807,15.7,2.529.724,4
Regular,FDM58,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.080141165,16.85,1.114.544,4
Regular,FDN22,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.139087683,18.85,2.517.724,4
Regular,DRC01,Soft Drinks,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.019308607,5.92,490.692,4
Regular,DRZ11,Soft Drinks,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.113302223,8.85,1.251.388,4
Regular,FDF11,Starchy Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.017730951,10.195,2.398.538,4
Regular,FDE23,Starchy Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.053481818,17.6,47.806,4
low fat,NCZ18,Household,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.186445212,7.825,2.555.698,4
reg,FDI04,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.073060301,13.65,1.962.426,4
reg,FDR44,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.103129612,6.11,1.295.968,4
reg,FDF45,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.012229464,18.2,568.904,4
reg,FDO22,Snack Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.017895691,13.5,79.496,4
LF,NCH18,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.044652785,9.3,2.470.802,4
Low Fat,FDG24,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.014628382,7.975,82.325,4
Low Fat,FDQ12,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.035404052,12.65,230.601,4
Low Fat,FDS47,Breads,2017,OUT035,Tier 2,Small,Supermarket Type1,0.128861359,16.75,862.856,4
Low Fat,FDW13,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.097866209,8.5,511.324,4
Low Fat,FDK02,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.112203445,12.5,121.144,4
Low Fat,FDJ04,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.124428516,18,1.199.124,4
Low Fat,FDQ16,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.041730507,19.7,1.092.912,4
Low Fat,FDX43,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.085258864,5.655,165.85,4
Low Fat,FDV32,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.088691614,7.785,61.851,4
Low Fat,FDK56,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0,9.695,1.851.898,4
Low Fat,FDE44,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.171355643,14.65,476.692,4
Low Fat,FDY55,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.081304829,16.75,2.584.988,4
Low Fat,FDL44,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.012272797,18.25,1.602.894,4
Low Fat,NCS29,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.06953231,9,2.665.884,4
Low Fat,NCX29,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.089135671,10,1.469.102,4
Low Fat,NCO29,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.032250092,11.15,1.640.526,4
Low Fat,NCO41,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.018845298,12.5,967.384,4
Low Fat,NCY17,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.1630653,18.2,433.086,4
Low Fat,NCU30,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.034868095,5.11,163.821,4
Low Fat,NCX42,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.005977465,6.36,1.633.526,4
Low Fat,NCR06,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.00676387,12.5,408.112,4
Low Fat,NCQ18,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.13504726,15.75,98.57,4
Low Fat,NCK07,Others,2017,OUT035,Tier 2,Small,Supermarket Type1,0.048677482,10.65,1.661.526,4
Low Fat,FDT58,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.085938463,9,1.686.816,4
Low Fat,FDE22,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.029567218,9.695,160.492,4
Low Fat,FDP46,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.074601506,15.35,90.983,4
Low Fat,DRJ01,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.115010655,6.135,1.615.236,4
Regular,FDB36,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.048518008,5.465,1.329.626,4
Regular,FDM24,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.079312367,6.135,1.517.366,4
Regular,FDQ36,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.161516894,7.855,370.848,4
Regular,FDB12,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.105287746,11.15,1.032.648,4
Regular,FDV60,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.117339056,20.2,195.011,4
Regular,FDM25,Breakfast,2017,OUT035,Tier 2,Small,Supermarket Type1,0.060654268,10.695,1.747.712,4
Regular,FDR01,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.053611144,5.405,1.977.742,4
Regular,FDY01,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.170251293,11.8,1.164.834,4
Regular,FDB38,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.027341529,19.5,158.292,4
Regular,FDS28,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.082386011,8.18,566.588,4
Regular,FDT52,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.047420609,9.695,2.460.144,4
Regular,FDL28,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.063162608,10,2.286.668,4
Regular,FDP52,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0,18.7,229.201,4
Regular,FDH20,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.024944396,16.1,95.441,4
Regular,FDF56,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.119439636,16.7,1.821.976,4
Regular,FDU03,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.091560606,18.7,1.823.292,4
Regular,FDG33,Seafood,2017,OUT035,Tier 2,Small,Supermarket Type1,0.140213762,5.365,1.737.764,4
Regular,FDP22,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.099113429,14.65,528.666,4
Regular,DRA24,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.039920687,19.35,1.633.868,4
Regular,FDE11,Starchy Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0,17.7,1.835.924,4
low fat,NCE07,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.013127548,8.18,1.420.154,4
LF,FDH21,Seafood,2011,OUT010,Tier 3,Medium,Grocery Store,0.05226427,10.395,1.584.604,4
LF,DRD37,Soft Drinks,2011,OUT010,Tier 3,Medium,Grocery Store,0.02316823,9.8,47.506,4
Low Fat,FDZ12,Baking Goods,2011,OUT010,Tier 3,Medium,Grocery Store,0.172365428,9.17,144.847,4
Low Fat,FDO24,Baking Goods,2011,OUT010,Tier 3,Medium,Grocery Store,0.294948897,11.1,1.590.604,4
Low Fat,FDT36,Baking Goods,2011,OUT010,Tier 3,Medium,Grocery Store,0.186250852,12.3,372.874,4
Low Fat,FDN01,Breakfast,2011,OUT010,Tier 3,Medium,Grocery Store,0.121180705,8.895,177.037,4
Low Fat,FDO25,Canned,2011,OUT010,Tier 3,Medium,Grocery Store,0.21332355,6.3,208.527,4
Low Fat,FDS13,Canned,2011,OUT010,Tier 3,Medium,Grocery Store,0.208397715,6.465,2.652.884,4
Low Fat,FDK02,Canned,2011,OUT010,Tier 3,Medium,Grocery Store,0.187841082,12.5,119.244,4
Low Fat,FDD02,Canned,2011,OUT010,Tier 3,Medium,Grocery Store,0.084176826,16.6,1.180.124,4
Low Fat,FDA49,Canned,2011,OUT010,Tier 3,Medium,Grocery Store,0.108665723,19.7,864.198,4
Low Fat,DRD15,Dairy,2011,OUT010,Tier 3,Medium,Grocery Store,0.095064731,10.6,2.324.642,4
Low Fat,FDS26,Dairy,2011,OUT010,Tier 3,Medium,Grocery Store,0.149753132,20.35,2.597.594,4
Low Fat,FDE16,Frozen Foods,2011,OUT010,Tier 3,Medium,Grocery Store,0.044093978,8.895,2.083.954,4
Low Fat,NCV41,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,0.028519419,14.35,1.092.228,4
Low Fat,NCA18,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.093862362,10.1,1.159.492,4
Low Fat,NCD31,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.025834128,12.1,1.651.526,4
Low Fat,NCH07,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.155105614,13.15,1.572.604,4
Low Fat,NCI54,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.056237906,15.2,1.107.912,4
Low Fat,FDA39,Meat,2011,OUT010,Tier 3,High,Grocery Store,0.021287234,6.32,385.822,4
Low Fat,FDK22,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.043663452,9.8,217.185,4
